Seed,n,m,eps,gamma,Iterationen,Zeit [s],Marginalfehler,Kostendifferenz,Kosten Newton,Kosten Simplex
5,128,128,1,5e-05,124,0.1707480000331998,0.0007825951037598675,1.5177505097864672,1.1108496239759242,2.6286001337623914
6,128,128,1,5e-05,152,0.20433209999464452,0.0013026057029929174,5.2761634358908625,1.072453484330908,6.348616920221771
7,128,128,1,5e-05,145,0.19336519995704293,0.0006040491768617828,1.180543642770819,1.0012565136468576,2.1818001564176766
8,128,128,1,5e-05,107,0.14429600001312792,0.0005355709916854429,0.5144046945738625,1.0613707663640428,1.5757754609379053
9,128,128,1,5e-05,131,0.1788339999038726,0.0012162912670100647,2.875792362956015,1.5212956245021776,4.3970879874581925
0,128,128,1,1e-05,173,0.27193079981952906,0.00024224091981159442,0.42798902901180025,1.8219197496054793,2.2499087786172796
1,128,128,1,1e-05,173,0.30247410014271736,0.00020573303187807444,0.3314105047109326,1.553607853683519,1.8850183583944515
2,128,128,1,1e-05,166,0.27057480020448565,0.0002191652767856711,0.7681622116550328,1.2456110378578225,2.0137732495128553
3,128,128,1,1e-05,194,0.29249650007113814,0.00036564834670943687,1.568826361171011,2.825838101133238,4.394664462304249
4,128,128,1,1e-05,176,0.279027400072664,0.00031665104359933187,0.8664954136149396,1.7206652992297893,2.587160712844729
5,128,128,1,1e-05,181,0.2614718999247998,0.0003142193969860492,1.0771236382064737,1.5514764955559177,2.6286001337623914
6,128,128,1,1e-05,203,0.3135162000544369,0.0006241764221360992,3.2506455573721915,3.097971362849579,6.348616920221771
7,128,128,1,1e-05,173,0.25527610001154244,0.00026350256308305293,0.8161944692514864,1.3656056871661901,2.1818001564176766
8,128,128,1,1e-05,145,0.23037300002761185,0.00020901292826799,0.2852085183481934,1.290566942589712,1.5757754609379053
9,128,128,1,1e-05,202,0.340188599890098,0.0004683404112030311,1.4592332122414389,2.9378547752167536,4.3970879874581925
0,128,128,1,1e-06,209,0.338844700017944,2.773002232988285e-05,0.05751278072399657,2.192395997893283,2.2499087786172796
1,128,128,1,1e-06,204,0.3371768998913467,3.16029206093079e-05,0.06737766051812555,1.817640697876326,1.8850183583944515
2,128,128,1,1e-06,244,0.38875889987684786,4.931229857880418e-05,0.21309987431147714,1.8006733752013782,2.0137732495128553
3,128,128,1,1e-06,223,0.38040780019946396,4.6169085443825177e-05,0.21846666250867042,4.176197799795578,4.394664462304249
4,128,128,1,1e-06,288,0.47720599989406765,5.1291237822943814e-05,0.19775518361423616,2.3894055292304928,2.587160712844729
5,128,128,1,1e-06,240,0.39477319992147386,4.485220424181417e-05,0.20488050072169717,2.4237196330406943,2.6286001337623914
6,128,128,1,1e-06,215,0.40277249994687736,6.349309421018433e-05,0.34946949926479665,5.999147420956974,6.348616920221771
7,128,128,1,1e-06,246,0.3832755000330508,4.727532861537216e-05,0.20553187399949757,1.976268282418179,2.1818001564176766
8,128,128,1,1e-06,185,0.28354149986989796,3.7005744489912104e-05,0.06598408385884702,1.5097913770790583,1.5757754609379053
9,128,128,1,1e-06,234,0.4043951998464763,5.7598863975386744e-05,0.25230939471316827,4.144778592745024,4.3970879874581925
0,128,128,1,5e-07,213,0.3368048998527229,1.3865789012931437e-05,0.02875808896492238,2.221150689652357,2.2499087786172796
1,128,128,1,5e-07,188,0.29420939995907247,1.6221361859058633e-05,0.03793631968107358,1.847082038713378,1.8850183583944515
2,128,128,1,5e-07,263,0.41341840010136366,2.5379314564651957e-05,0.11320735077665622,1.900565898736199,2.0137732495128553
3,128,128,1,5e-07,220,0.35548319993540645,2.3086873163624157e-05,0.10923914050695505,4.285425321797294,4.394664462304249
4,128,128,1,5e-07,263,0.41947870003059506,2.5889456877599415e-05,0.10045621305323671,2.486704499791492,2.587160712844729
5,128,128,1,5e-07,252,0.42064570006914437,2.3720007293044285e-05,0.10960733542835888,2.5189927983340326,2.6286001337623914
6,128,128,1,5e-07,235,0.3933639000169933,3.1746772059545667e-05,0.17473620486252717,6.173880715359243,6.348616920221771
7,128,128,1,5e-07,258,0.4161875999998301,2.4954353069263704e-05,0.11099328144727005,2.0708068749704065,2.1818001564176766
8,128,128,1,5e-07,207,0.31574430014006793,1.9419688834640056e-05,0.034933919325399465,1.5408415416125059,1.5757754609379053
9,128,128,1,5e-07,245,0.4479835999663919,2.937718908680234e-05,0.13203138796894986,4.265056599489243,4.3970879874581925
0,128,128,1,1e-07,214,0.3666518998797983,2.7732637217416783e-06,0.005751857232736857,2.2441569213845427,2.2499087786172796
1,128,128,1,1e-07,214,0.3455250000115484,3.504147814558864e-06,0.008407099447280242,1.8766112589471713,1.8850183583944515
2,128,128,1,1e-07,274,0.4812244998756796,5.3307651982159934e-06,0.023621597075516476,1.9901516524373388,2.0137732495128553
3,128,128,1,1e-07,226,0.39646519999951124,4.617694834696019e-06,0.021848643463080464,4.372815818841168,4.394664462304249
4,128,128,1,1e-07,264,0.4438696999568492,5.178312632643511e-06,0.020093189217712748,2.567067523627016,2.587160712844729
5,128,128,1,1e-07,262,0.46256099990569055,4.953843568982277e-06,0.023094030683410427,2.605506103078981,2.6286001337623914
6,128,128,1,1e-07,212,0.37566459993831813,6.349386453404979e-06,0.034947427290380695,6.31366949293139,6.348616920221771
7,128,128,1,1e-07,246,0.41751540009863675,5.057379137697951e-06,0.02298750574484254,2.158812650672834,2.1818001564176766
8,128,128,1,1e-07,195,0.3134881998412311,3.91737703771787e-06,0.007298147707214486,1.5684773132306908,1.5757754609379053
9,128,128,1,1e-07,255,0.4619821000378579,5.875838844929954e-06,0.026409512358356757,4.370678475099836,4.3970879874581925
0,128,128,1,5e-08,211,0.35385599988512695,1.3866380168172515e-06,0.002875943050251628,2.247032835567028,2.2499087786172796
1,128,128,1,5e-08,228,0.3859773001167923,1.752122495068606e-06,0.004203685423992409,1.8808146729704591,1.8850183583944515
2,128,128,1,5e-08,283,0.546989900059998,2.754767656717484e-06,0.011955330321771207,2.001817919191084,2.0137732495128553
3,128,128,1,5e-08,227,0.39075800008140504,2.308866634070407e-06,0.0109243688076468,4.383740093496602,4.394664462304249
4,128,128,1,5e-08,266,0.45668589998967946,2.5891807086744767e-06,0.010046705955921276,2.5771140068888077,2.587160712844729
5,128,128,1,5e-08,260,0.4453634999226779,2.4769749174691907e-06,0.011547267966691699,2.6170528657956997,2.6286001337623914
6,128,128,1,5e-08,211,0.39124579983763397,3.1746951666602324e-06,0.01747372481120557,6.331143195410565,6.348616920221771
7,128,128,1,5e-08,248,0.41306830011308193,2.5287481513220494e-06,0.011494053439947916,2.1703061029777286,2.1818001564176766
8,128,128,1,5e-08,180,0.29501900007016957,1.9587347227147806e-06,0.0036491969512022493,1.572126263986703,1.5757754609379053
9,128,128,1,5e-08,254,0.47187500004656613,2.937945325357655e-06,0.01320496348229927,4.383883023975893,4.3970879874581925
0,128,128,1,1e-08,205,0.37546780006960034,2.773285938308806e-07,0.0005751909197364569,2.249333587697543,2.2499087786172796
1,128,128,1,1e-08,215,0.369862399995327,3.504322254373887e-07,0.0008407587159267038,1.8841775996785248,1.8850183583944515
2,128,128,1,1e-08,289,0.5110220999922603,5.509625538658094e-07,0.0023911120087527493,2.0113821375041026,2.0137732495128553
3,128,128,1,1e-08,217,0.405261900043115,4.617763950881884e-07,0.002184881269712058,4.392479581034537,4.394664462304249
4,128,128,1,1e-08,258,0.4800352999009192,5.178400061603416e-07,0.0020093588100831283,2.585151354034646,2.587160712844729
5,128,128,1,1e-08,252,0.4334412000607699,4.954034878591057e-07,0.0023094939882333243,2.626290639774158,2.6286001337623914
6,128,128,1,1e-08,226,0.43038749997504056,6.349393334628001e-07,0.0034947467403458887,6.345122173481425,6.348616920221771
7,128,128,1,1e-08,253,0.4359819001983851,5.057586314211743e-07,0.0022988571958859616,2.1795012992217906,2.1818001564176766
8,128,128,1,1e-08,189,0.3339315999764949,3.9175425733083136e-07,0.0007298587403008483,1.5750456021976045,1.5757754609379053
9,128,128,1,1e-08,245,0.48217289987951517,5.875931919953337e-07,0.0026410257071400878,4.394446961751052,4.3970879874581925
0,128,128,1,5e-09,198,0.3414169999305159,1.3866436706332086e-07,0.00028759560423363695,2.249621183013046,2.2499087786172796
1,128,128,1,5e-09,214,0.3754435998853296,1.752166145282258e-07,0.0004203807600311471,1.8845979776344204,1.8850183583944515
2,128,128,1,5e-09,289,0.5226612000260502,2.754818311878973e-07,0.0011955588560779162,2.0125776906567774,2.0137732495128553
3,128,128,1,5e-09,226,0.4451515998225659,2.308883894847416e-07,0.0010924410977910526,4.393572021206458,4.394664462304249
4,128,128,1,5e-09,254,0.4491269998252392,2.5892024408530334e-07,0.0010046804884895622,2.5861560323562394,2.587160712844729
5,128,128,1,5e-09,238,0.45431189984083176,2.477022505598808e-07,0.0011547495167953947,2.627445384245596,2.6286001337623914
6,128,128,1,5e-09,224,0.47029079985804856,3.1746970598732493e-07,0.0017473734833828303,6.346869546738388,6.348616920221771
7,128,128,1,5e-09,238,0.43488759989850223,2.52879896580141e-07,0.001149431504122056,2.1806507249135545,2.1818001564176766
8,128,128,1,5e-09,183,0.32318589999340475,1.9587757712179188e-07,0.0003649305757580379,1.5754105303621473,1.5757754609379053
9,128,128,1,5e-09,240,0.4518150999210775,2.937968518502976e-07,0.0013205149156654272,4.395767472542527,4.3970879874581925
0,128,128,1,1e-09,209,0.3814962001051754,2.773288617329006e-08,5.751914323237628e-05,2.249851259474047,2.2499087786172796
1,128,128,1,1e-09,200,0.3643954999279231,3.504341525815968e-08,8.407637623775166e-05,1.8849342820182138,1.8850183583944515
2,128,128,1,1e-09,271,0.6958939998876303,5.509644302684885e-08,0.00023911222718808745,2.013534137285667,2.0137732495128553
3,128,128,1,1e-09,229,0.4462774000130594,4.6177703627060807e-08,0.00021848829248050095,4.394445974011768,4.394664462304249
4,128,128,1,1e-09,266,0.48915630020201206,5.178408341716123e-08,0.000200936274406871,2.586959776570322,2.587160712844729
5,128,128,1,1e-09,262,0.48990050004795194,4.9540571494047225e-08,0.00023095030807196437,2.6283691834543195,2.6286001337623914
6,128,128,1,1e-09,219,0.4603552999906242,6.349394290026955e-08,0.0003494747186980618,6.3482674455030725,6.348616920221771
7,128,128,1,1e-09,254,0.45959980017505586,5.0576080214484453e-08,0.00022988676526525254,2.1815702696524113,2.1818001564176766
8,128,128,1,1e-09,212,0.38062660000286996,3.917558351849981e-08,7.298630797758499e-05,1.5757024746299277,1.5757754609379053
9,128,128,1,1e-09,242,0.462529799900949,5.875940456770423e-08,0.0002641033143291338,4.396823884143863,4.3970879874581925
0,128,128,1,5e-10,209,0.4065158998128027,1.3866445732965693e-08,2.8759573524439475e-05,2.249880019043755,2.2499087786172796
1,128,128,1,5e-10,199,0.42038639984093606,1.752170850598256e-08,4.203820190706864e-05,1.8849763201925445,1.8850183583944515
2,128,128,1,5e-10,275,0.508784499950707,2.754824641407888e-08,0.00011955614271474957,2.0136536933701406,2.0137732495128553
3,128,128,1,5e-10,229,0.4465775000862777,2.3088844802211794e-08,0.00010924414566737539,4.394555218158581,4.394664462304249
4,128,128,1,5e-10,265,0.5043258999940008,2.589205534003769e-08,0.00010046814686948125,2.5870602446978594,2.587160712844729
5,128,128,1,5e-10,254,0.48599290009588003,2.4770277233868154e-08,0.00011547517782251049,2.628484658584569,2.6286001337623914
6,128,128,1,5e-10,218,0.42655389988794923,3.174695741535449e-08,0.00017473736004713913,6.3484421828617235,6.348616920221771
7,128,128,1,5e-10,252,0.5585421998985112,2.5288041884466428e-08,0.00011494341279272291,2.181685213004884,2.1818001564176766
8,128,128,1,5e-10,210,0.43017669999971986,1.95877890209889e-08,3.6493166137185895e-05,1.5757389677717681,1.5757754609379053
9,128,128,1,5e-10,242,0.5342845001723617,2.9379698788384312e-08,0.0001320516779941272,4.396955935780198,4.3970879874581925
0,128,128,1,1e-10,203,0.39424240007065237,2.7733033283044994e-09,5.751914844864814e-06,2.2499030267024347,2.2499087786172796
1,128,128,1,1e-10,204,0.3849188999738544,3.504348788582745e-09,8.4076422679491e-06,1.8850099507521836,1.8850183583944515
2,128,128,1,1e-10,293,0.5654926002025604,5.50964791238423e-09,2.3911233048234948e-05,2.013749338279807,2.0137732495128553
3,128,128,1,1e-10,223,0.4373447000980377,4.6177819007856e-09,2.1848829077519838e-05,4.394642613475171,4.394664462304249
4,128,128,1,1e-10,272,0.5455403998494148,5.17839877228754e-09,2.0093629307105232e-05,2.587140619215422,2.587160712844729
5,128,128,1,1e-10,263,0.49231990007683635,4.954057457665084e-09,2.309504019626374e-05,2.628577038722195,2.6286001337623914
6,128,128,1,1e-10,224,0.4784564001020044,6.349388922619048e-09,3.4947471255541984e-05,6.348581972750515,6.348616920221771
7,128,128,1,1e-10,241,0.5348642999306321,5.05763253673408e-09,2.298868700156831e-05,2.181777167730675,2.1818001564176766
8,128,128,1,1e-10,193,0.4723666999489069,3.917564791663941e-09,7.298635180674751e-06,1.5757681623027247,1.5757754609379053
9,128,128,1,1e-10,247,0.6342889000661671,5.875954060124977e-09,2.641033809336335e-05,4.397061577120099,4.3970879874581925
0,128,128,1,5e-11,203,0.4859805000014603,1.386643652331876e-09,2.8759572394676525e-06,2.24990590266004,2.2499087786172796
1,128,128,1,5e-11,204,0.4015862001106143,1.7521646130530533e-09,4.203821404535901e-06,1.885014154573047,1.8850183583944515
2,128,128,1,5e-11,291,0.5952837001532316,2.7548381987055337e-09,1.1955616761483157e-05,2.013761293896094,2.0137732495128553
3,128,128,1,5e-11,223,0.4649865000974387,2.30888749178787e-09,1.092441620187401e-05,4.394653537888047,4.394664462304249
4,128,128,1,5e-11,272,0.6172462999820709,2.5892094648871655e-09,1.0046814352016042e-05,2.587150666030377,2.587160712844729
5,128,128,1,5e-11,263,0.5153312999755144,2.4770415319591566e-09,1.1547520479826545e-05,2.6285885862419116,2.6286001337623914
6,128,128,1,5e-11,224,0.46737310010939837,3.174676873815563e-09,1.74737351787968e-05,6.348599446486592,6.348616920221771
7,128,128,1,5e-11,243,0.47578549990430474,2.5288322564459564e-09,1.149434387670567e-05,2.1817886620738,2.1818001564176766
8,128,128,1,5e-11,193,0.39618950011208653,1.958776104857285e-09,3.649317748433134e-06,1.575771811620157,1.5757754609379053
9,128,128,1,5e-11,247,0.5280176000669599,2.937966429167327e-09,1.3205166362162402e-05,4.39707478229183,4.3970879874581925
0,128,128,1,1e-11,213,0.4660238998476416,2.773230169811347e-10,5.751910290285878e-07,2.2499082034262505,2.2499087786172796
1,128,128,1,1e-11,198,0.39675020007416606,3.504485365096732e-10,8.407640812446715e-07,1.8850175176303703,1.8850183583944515
2,128,128,1,1e-11,272,0.5613178999628872,5.509691114805038e-10,2.3911230724316113e-06,2.013770858389783,2.0137732495128553
3,128,128,1,1e-11,246,0.5137910998892039,4.6177497069199713e-10,2.184882580635872e-06,4.394662277421668,4.394664462304249
4,128,128,1,1e-11,278,0.7767240998800844,5.178489703022704e-10,2.009363977428791e-06,2.5871587034807515,2.587160712844729
5,128,128,1,1e-11,246,0.49953050003387034,4.953893259149189e-10,2.3095026979724764e-06,2.6285978242596935,2.6286001337623914
6,128,128,1,1e-11,221,0.473605299834162,6.349504741431922e-10,3.4947559033327025e-06,6.348613425465867,6.348616920221771
7,128,128,1,1e-11,251,0.537670100107789,5.05760768335084e-10,2.2988697492287713e-06,2.1817978575479273,2.1818001564176766
8,128,128,1,1e-11,197,0.39011469995602965,3.917522608393176e-10,7.298634450148e-07,1.5757747310744603,1.5757754609379053
9,128,128,1,1e-11,249,0.5810851000715047,5.876047461106371e-10,2.6410307825130985e-06,4.39708534642741,4.3970879874581925
0,128,128,1,5e-12,213,0.44913940015248954,1.3866415481122996e-10,2.875959617121282e-07,2.249908491021318,2.2499087786172796
1,128,128,1,5e-12,197,0.43081619986332953,1.7520738158915972e-10,4.2038206338190776e-07,1.8850179380123882,1.8850183583944515
2,128,128,1,5e-12,272,0.5738323999103159,2.754774819715977e-10,1.195561942335388e-06,2.013772053950913,2.0137732495128553
3,128,128,1,5e-12,248,0.5241217000875622,2.3089121413411018e-10,1.0924398416989334e-06,4.394663369864407,4.394664462304249
4,128,128,1,5e-12,278,0.5906789000146091,2.589156963372745e-10,1.0046840186461736e-06,2.5871597081607103,2.587160712844729
5,128,128,1,5e-12,254,0.5248897999990731,2.47694128228948e-10,1.1547521965304952e-06,2.628598979010195,2.6286001337623914
6,128,128,1,5e-12,221,0.48015839979052544,3.174566356317632e-10,1.7473762508046775e-06,6.34861517284552,6.348616920221771
7,128,128,1,5e-12,251,0.5312781000975519,2.5289992496013713e-10,1.1494344120954736e-06,2.1817990069832645,2.1818001564176766
8,128,128,1,5e-12,200,0.45144889992661774,1.9586983944497316e-10,3.6493187161035223e-07,1.5757750960060337,1.5757754609379053
9,128,128,1,5e-12,249,0.5897774999029934,2.9378821944647804e-10,1.320519625203076e-06,4.397086666938567,4.3970879874581925
0,128,128,1,1e-12,1,0.0024514999240636826,0.015828840150335973,2.2499087786172796,0.0,2.2499087786172796
1,128,128,1,1e-12,1,0.003284099977463484,0.015771079175037582,1.8850183583944515,0.0,1.8850183583944515
2,128,128,1,1e-12,1,0.002784100128337741,0.016534091045989418,2.0137732495128553,0.0,2.0137732495128553
3,128,128,1,1e-12,1,0.002541799796745181,0.016196855270704708,4.394664462304249,0.0,4.394664462304249
4,128,128,1,1e-12,1,0.0028073000721633434,0.01527239551137146,2.587160712844729,0.0,2.587160712844729
5,128,128,1,1e-12,1,0.0022991998121142387,0.015601746147610193,2.6286001337623914,0.0,2.6286001337623914
6,128,128,1,1e-12,1,0.0021025999449193478,0.015987315242390377,6.348616920221771,0.0,6.348616920221771
7,128,128,1,1e-12,1,0.002649199916049838,0.01583274779434861,2.1818001564176766,0.0,2.1818001564176766
8,128,128,1,1e-12,1,0.0030891001224517822,0.015436201752104098,1.5757754609379053,0.0,1.5757754609379053
9,128,128,1,1e-12,1,0.0026196001563221216,0.01565898858331682,4.3970879874581925,0.0,4.3970879874581925
0,128,128,1,5e-13,1,0.0029020998626947403,0.015828840150335973,2.2499087786172796,0.0,2.2499087786172796
1,128,128,1,5e-13,1,0.002154800109565258,0.015771079175037582,1.8850183583944515,0.0,1.8850183583944515
2,128,128,1,5e-13,1,0.002930600196123123,0.016534091045989418,2.0137732495128553,0.0,2.0137732495128553
3,128,128,1,5e-13,1,0.0029980000108480453,0.016196855270704708,4.394664462304249,0.0,4.394664462304249
4,128,128,1,5e-13,1,0.0034437000285834074,0.01527239551137146,2.587160712844729,0.0,2.587160712844729
5,128,128,1,5e-13,1,0.0027673000004142523,0.015601746147610193,2.6286001337623914,0.0,2.6286001337623914
6,128,128,1,5e-13,1,0.003195099998265505,0.015987315242390377,6.348616920221771,0.0,6.348616920221771
7,128,128,1,5e-13,1,0.002480899915099144,0.01583274779434861,2.1818001564176766,0.0,2.1818001564176766
8,128,128,1,5e-13,1,0.0025283999275416136,0.015436201752104098,1.5757754609379053,0.0,1.5757754609379053
9,128,128,1,5e-13,1,0.002660400001332164,0.01565898858331682,4.3970879874581925,0.0,4.3970879874581925
0,128,128,1,1e-13,1,0.002688199980184436,0.015828840150335973,2.2499087786172796,0.0,2.2499087786172796
1,128,128,1,1e-13,1,0.002598700113594532,0.015771079175037582,1.8850183583944515,0.0,1.8850183583944515
2,128,128,1,1e-13,1,0.003303500125184655,0.016534091045989418,2.0137732495128553,0.0,2.0137732495128553
3,128,128,1,1e-13,1,0.002206900157034397,0.016196855270704708,4.394664462304249,0.0,4.394664462304249
4,128,128,1,1e-13,1,0.002042200183495879,0.01527239551137146,2.587160712844729,0.0,2.587160712844729
5,128,128,1,1e-13,1,0.001921200193464756,0.015601746147610193,2.6286001337623914,0.0,2.6286001337623914
6,128,128,1,1e-13,1,0.0029482999816536903,0.015987315242390377,6.348616920221771,0.0,6.348616920221771
7,128,128,1,1e-13,1,0.0022266998421400785,0.01583274779434861,2.1818001564176766,0.0,2.1818001564176766
8,128,128,1,1e-13,1,0.002065200125798583,0.015436201752104098,1.5757754609379053,0.0,1.5757754609379053
9,128,128,1,1e-13,1,0.0019847999792546034,0.01565898858331682,4.3970879874581925,0.0,4.3970879874581925
0,128,128,1,5e-14,1,0.0039501001592725515,0.015828840150335973,2.2499087786172796,0.0,2.2499087786172796
1,128,128,1,5e-14,1,0.0025487998500466347,0.015771079175037582,1.8850183583944515,0.0,1.8850183583944515
2,128,128,1,5e-14,1,0.0020059000235050917,0.016534091045989418,2.0137732495128553,0.0,2.0137732495128553
3,128,128,1,5e-14,1,0.0019077002070844173,0.016196855270704708,4.394664462304249,0.0,4.394664462304249
4,128,128,1,5e-14,1,0.0032105999998748302,0.01527239551137146,2.587160712844729,0.0,2.587160712844729
5,128,128,1,5e-14,1,0.0022387001663446426,0.015601746147610193,2.6286001337623914,0.0,2.6286001337623914
6,128,128,1,5e-14,1,0.0020312999840825796,0.015987315242390377,6.348616920221771,0.0,6.348616920221771
7,128,128,1,5e-14,1,0.0018641999922692776,0.01583274779434861,2.1818001564176766,0.0,2.1818001564176766
8,128,128,1,5e-14,1,0.002567100105807185,0.015436201752104098,1.5757754609379053,0.0,1.5757754609379053
9,128,128,1,5e-14,1,0.002163700060918927,0.01565898858331682,4.3970879874581925,0.0,4.3970879874581925
0,128,128,1,1e-14,1,0.001988200005143881,0.015828840150335973,2.2499087786172796,0.0,2.2499087786172796
1,128,128,1,1e-14,1,0.001924100099131465,0.015771079175037582,1.8850183583944515,0.0,1.8850183583944515
2,128,128,1,1e-14,1,0.0023161000572144985,0.016534091045989418,2.0137732495128553,0.0,2.0137732495128553
3,128,128,1,1e-14,1,0.0022058000322431326,0.016196855270704708,4.394664462304249,0.0,4.394664462304249
4,128,128,1,1e-14,1,0.0020257001742720604,0.01527239551137146,2.587160712844729,0.0,2.587160712844729
5,128,128,1,1e-14,1,0.001932899933308363,0.015601746147610193,2.6286001337623914,0.0,2.6286001337623914
6,128,128,1,1e-14,1,0.0027890000492334366,0.015987315242390377,6.348616920221771,0.0,6.348616920221771
7,128,128,1,1e-14,1,0.002204699907451868,0.01583274779434861,2.1818001564176766,0.0,2.1818001564176766
8,128,128,1,1e-14,1,0.0019406001083552837,0.015436201752104098,1.5757754609379053,0.0,1.5757754609379053
9,128,128,1,1e-14,1,0.0018986999057233334,0.01565898858331682,4.3970879874581925,0.0,4.3970879874581925
