Seed,n,m,eps,gamma,Iterationen,Zeit [s],Marginalfehler,Kostendifferenz,Kosten Newton,Kosten Simplex
0,2048,2048,1,0.001,3,0.928828600095585,0.00047991129209925697,25.618948198423627,0.0,25.618948198423627
1,2048,2048,1,0.001,3,1.0580718000419438,0.0004909291643935968,6.960939502710637,0.0,6.960939502710637
2,2048,2048,1,0.001,3,0.7831981000490487,0.0004968530279573708,8.438286341482176,0.0,8.438286341482176
3,2048,2048,1,0.001,3,0.8083122000098228,0.0004800276595923439,13.441216763095902,0.0,13.441216763095902
4,2048,2048,1,0.001,3,0.7920343999285251,0.000480198946289009,6.757828007436885,0.0,6.757828007436885
0,2048,2048,1,0.0001,77,31.666485199937597,0.00029444546386261363,25.37522099202311,0.24372720640051693,25.618948198423627
1,2048,2048,1,0.0001,71,31.736467400100082,0.0003066286583134261,6.706346554430712,0.2545929482799252,6.960939502710637
2,2048,2048,1,0.0001,75,30.852433699881658,0.0003417921707244767,8.196994608861738,0.24129173262043802,8.438286341482176
3,2048,2048,1,0.0001,71,30.450279399985448,0.000329193910695111,13.200037703343451,0.2411790597524499,13.441216763095902
4,2048,2048,1,0.0001,76,33.406404099892825,0.0003243376398364982,6.5095722451138744,0.2482557623230104,6.757828007436885
0,2048,2048,1,5e-05,119,47.27519279997796,0.00025702630209525337,25.244235786742024,0.37471241168160274,25.618948198423627
1,2048,2048,1,5e-05,135,58.23403530009091,0.00022968132612024455,6.580573307432654,0.38036619527798354,6.960939502710637
2,2048,2048,1,5e-05,126,55.89955390011892,0.00025016754944991745,8.072379748548997,0.36590659293317884,8.438286341482176
3,2048,2048,1,5e-05,122,47.86016119993292,0.0002478007725786889,13.089093890909215,0.3521228721866878,13.441216763095902
4,2048,2048,1,5e-05,129,51.19525450002402,0.0002442974400940068,6.378182602946825,0.3796454044900599,6.757828007436885
0,2048,2048,1,1e-05,620,273.9491894999519,0.00011945387252515786,24.859974283412548,0.7589739150110806,25.618948198423627
1,2048,2048,1,1e-05,527,245.50867159990594,0.000126329435501329,6.230796048446304,0.7301434542643339,6.960939502710637
2,2048,2048,1,1e-05,576,273.69650360010564,0.00013483031757127284,7.717415803635246,0.7208705378469296,8.438286341482176
3,2048,2048,1,1e-05,544,260.52674030000344,0.00015280275259888052,12.756975631668062,0.6842411314278385,13.441216763095902
4,2048,2048,1,1e-05,517,274.0207828001585,0.00011747984203144444,6.021406473112502,0.7364215343243827,6.757828007436885
0,2048,2048,1,1e-06,1000,545.9841205000412,0.10650164293784257,3.4756380273640275,22.1433101710596,25.618948198423627
1,2048,2048,1,1e-06,1000,601.0015796001535,0.0840379305457932,15.523468429782259,22.484407932492896,6.960939502710637
2,2048,2048,1,1e-06,1000,617.1808289000764,0.12462478183222354,17.446563355903745,25.88484969738592,8.438286341482176
3,2048,2048,1,1e-06,1000,557.8444912999403,0.12401896676611701,9.321353798367003,22.762570561462905,13.441216763095902
4,2048,2048,1,1e-06,1000,609.4726283999626,0.25801339463593476,18.158606391523286,24.91643439896017,6.757828007436885
0,2048,2048,1,5e-07,1000,695.1178953000344,0.15309822270213855,1.989413142427555,23.629535055996072,25.618948198423627
1,2048,2048,1,5e-07,1000,804.2136508999392,0.0831215515511156,21.76710276912075,28.728042271831388,6.960939502710637
2,2048,2048,1,5e-07,1000,788.0238786002155,0.08691232416434068,25.19391069443946,33.632197035921635,8.438286341482176
3,2048,2048,1,5e-07,1000,719.2489187999163,0.40186705385254357,21.160099714728098,34.601316477824,13.441216763095902
4,2048,2048,1,5e-07,1000,665.9155200000387,0.1108769824072961,27.03220645680362,33.790034464240506,6.757828007436885
0,2048,2048,1,1e-07,1000,633.0650668998715,0.28663917576964165,23.598323020794663,49.21727121921829,25.618948198423627
1,2048,2048,1,1e-07,1000,679.800129899988,0.35969492354221994,48.91157725018967,55.87251675290031,6.960939502710637
2,2048,2048,1,1e-07,1000,627.9482277000789,0.1996208172610173,35.82818932214676,44.26647566362894,8.438286341482176
3,2048,2048,1,1e-07,1000,578.1969852000475,0.21289474333640798,36.88949024309902,50.33070700619492,13.441216763095902
4,2048,2048,1,1e-07,1000,597.9635596999433,0.23509117014484554,58.008451291914284,64.76627929935117,6.757828007436885
0,2048,2048,1,5e-08,1000,704.674047099892,0.3052372717280143,29.339418469104242,54.95836666752787,25.618948198423627
1,2048,2048,1,5e-08,1000,695.163627400063,0.4550912378114464,54.1505688768926,61.11150837960324,6.960939502710637
2,2048,2048,1,5e-08,1000,701.4551927999128,0.4271646926745951,51.75786695344329,60.196153294925466,8.438286341482176
3,2048,2048,1,5e-08,1000,719.1464425001759,0.30563071942810793,38.81467639898316,52.25589316207906,13.441216763095902
4,2048,2048,1,5e-08,1000,701.6175953000784,0.26658647446298783,61.595239681106065,68.35306768854295,6.757828007436885
0,2048,2048,1,1e-08,1000,804.1677237998229,0.08193814445033915,6.562619162653117,19.05632903577051,25.618948198423627
1,2048,2048,1,1e-08,1000,803.7668467999902,0.19044834912679307,36.90419662914927,43.865136131859906,6.960939502710637
2,2048,2048,1,1e-08,1000,809.1594725002069,0.32685338502711764,31.624662245631406,40.06294858711358,8.438286341482176
3,2048,2048,1,1e-08,1000,834.825108300196,0.12679260604172984,6.202714191267244,19.643930954363146,13.441216763095902
4,2048,2048,1,1e-08,1000,789.9644001000561,0.3787703177872347,33.55438809837535,40.31221610581223,6.757828007436885
0,2048,2048,1,5e-09,1000,865.6649478999898,0.7042179742006841,31.57842760930117,57.1973758077248,25.618948198423627
1,2048,2048,1,5e-09,1000,861.1632247001398,0.21130956415135574,3.4286016706553806,10.389541173366018,6.960939502710637
2,2048,2048,1,5e-09,1000,851.405542699853,0.3984706471942292,10.794704957250588,19.232991298732763,8.438286341482176
3,2048,2048,1,5e-09,1000,884.7362146999221,0.18974152179725393,79.62114997373968,93.06236673683557,13.441216763095902
4,2048,2048,1,5e-09,1000,900.1325052999891,0.39571224998389437,106.81841659371524,113.57624460115213,6.757828007436885
0,2048,2048,1,1e-09,1000,2271.5318265999667,0.4413626722700225,13.086169755428397,38.705117953852024,25.618948198423627
1,2048,2048,1,1e-09,1000,1971.9376587001607,0.06860654432550352,4.9489801407364595,11.909919643447097,6.960939502710637
2,2048,2048,1,1e-09,1000,968.1169785999227,0.9278783309450146,50.03891772554375,58.47720406702592,8.438286341482176
3,2048,2048,1,1e-09,1000,882.5223306999542,0.24672461018665123,44.97320184942637,58.41441861252227,13.441216763095902
