Seed,n,m,eps,gamma,Iterationen,Zeit [s],Marginalfehler,Kostendifferenz,Kosten Newton,Kosten Simplex
0,1024,1024,1,0.0001,97,10.622532000066712,0.0005088782586228152,6.652136767713042,0.41565546414694365,7.067792231859986
1,1024,1024,1,0.0001,79,8.049238099949434,0.00047331482303357756,7.933030158771846,0.37930518776398103,8.312335346535827
2,1024,1024,1,0.0001,77,5.860209499951452,0.0005466374983393468,6.637562748658153,0.37934737589811274,7.016910124556266
3,1024,1024,1,0.0001,85,12.053902600193396,0.00045707347670552543,10.54455600877459,0.3635677176049583,10.908123726379548
4,1024,1024,1,0.0001,79,12.123935599811375,0.0005042937335939422,6.220871050062203,0.37833647080762045,6.5992075208698235
5,1024,1024,1,0.0001,79,8.470009200042114,0.0005587649054823714,6.077876243132689,0.370148772757116,6.4480250158898045
6,1024,1024,1,0.0001,85,8.60046390001662,0.00042853072768042296,6.844472555774554,0.3625279092922771,7.207000465066831
7,1024,1024,1,0.0001,87,9.04488359997049,0.0005328270450769279,4.9374543836180935,0.38297957896531565,5.320433962583409
0,1024,1024,1,5e-05,160,17.515331899980083,0.00038037213664832083,6.483186261459,0.584605970400986,7.067792231859986
1,1024,1024,1,5e-05,162,17.55510270013474,0.0003557102527570297,7.788580812159388,0.5237545343764389,8.312335346535827
2,1024,1024,1,5e-05,158,16.984455900033936,0.0004163606607148992,6.493324407177685,0.5235857173785816,7.016910124556266
3,1024,1024,1,5e-05,148,15.67298679985106,0.0003230415029253789,10.422753259869848,0.48537046650970006,10.908123726379548
4,1024,1024,1,5e-05,151,18.26558330003172,0.0003822134886225933,6.078061882443569,0.5211456384262549,6.5992075208698235
5,1024,1024,1,5e-05,161,20.893181799910963,0.0004089800529189964,5.9304123261403205,0.5176126897494839,6.4480250158898045
6,1024,1024,1,5e-05,146,16.86058669979684,0.0003697781160913133,6.7114893475008985,0.49551111756593236,7.207000465066831
7,1024,1024,1,5e-05,162,20.438276099972427,0.0004072486795475283,4.806485875976033,0.513948086607376,5.320433962583409
0,1024,1024,1,1e-05,537,80.16955180000514,0.0001766350695281409,5.959211354909592,1.1085808769503938,7.067792231859986
1,1024,1024,1,1e-05,472,82.72162010008469,0.00017508714547274625,7.406609688301329,0.9057256582344975,8.312335346535827
2,1024,1024,1,1e-05,524,88.32489369995892,0.00018942248425617841,6.012087574051224,1.0048225505050428,7.016910124556266
3,1024,1024,1,1e-05,526,96.83216290012933,0.00019153569708647345,10.022712379908741,0.8854113464708069,10.908123726379548
4,1024,1024,1,1e-05,500,73.16398470010608,0.00018540464420490742,5.6831194225704715,0.916088098299352,6.5992075208698235
5,1024,1024,1,1e-05,540,97.46837230003439,0.00024853518537247933,5.455044826526297,0.9929801893635075,6.4480250158898045
6,1024,1024,1,1e-05,504,92.8871832001023,0.00019515220222712294,6.303818601226316,0.9031818638405149,7.207000465066831
7,1024,1024,1,1e-05,508,70.64694699994288,0.0001830742661868554,4.397390056670229,0.9230439059131799,5.320433962583409
0,1024,1024,1,1e-06,1000,199.40609510010108,0.011349014535555998,4.255894265993154,2.811897965866832,7.067792231859986
1,1024,1024,1,1e-06,1000,179.88945959997363,0.03491755173251253,5.501616501396081,2.8107188451397453,8.312335346535827
2,1024,1024,1,1e-06,1000,174.36038319999352,0.02733403625428378,2.6615813353047937,4.355328789251472,7.016910124556266
3,1024,1024,1,1e-06,1000,173.68119519995525,0.04799309607816175,5.791772023709049,5.116351702670499,10.908123726379548
4,1024,1024,1,1e-06,1000,189.80365890008397,0.06380885487457631,0.7412924304667818,5.857915090403042,6.5992075208698235
5,1024,1024,1,1e-06,1000,180.18410149984993,0.06143600813108213,1.407121776552903,7.855146792442707,6.4480250158898045
6,1024,1024,1,1e-06,1000,179.43398580001667,0.005266656012885947,4.781286873701244,2.4257135913655863,7.207000465066831
7,1024,1024,1,1e-06,1000,184.9478745998349,0.035281328808227895,5.538457903963173,10.858891866546582,5.320433962583409
0,1024,1024,1,5e-07,1000,227.7380153001286,0.06722455917577437,0.04969144272905446,7.018100789130932,7.067792231859986
1,1024,1024,1,5e-07,1000,201.9160837000236,0.18108023028864098,5.179809036805656,13.492144383341483,8.312335346535827
2,1024,1024,1,5e-07,1000,203.26663800003007,0.16288179273040007,2.6380806759480917,9.654990800504358,7.016910124556266
3,1024,1024,1,5e-07,1000,170.66265979991294,0.02385393714843473,6.5208117684759355,4.387311957903613,10.908123726379548
4,1024,1024,1,5e-07,1000,176.88480490003712,0.12407015372082861,7.632772383101452,14.231979903971276,6.5992075208698235
5,1024,1024,1,5e-07,1000,203.1351216000039,0.11900528141004654,7.4691345044051225,13.917159520294927,6.4480250158898045
6,1024,1024,1,5e-07,1000,202.85803700005636,0.09136924160244686,8.16203202298755,15.36903248805438,7.207000465066831
7,1024,1024,1,5e-07,1000,193.58568440005183,0.08198391978176545,47.39883426936163,52.71926823194504,5.320433962583409
0,1024,1024,1,1e-07,1000,213.18985789990984,0.15498678643984282,7.363870998127338,14.431663229987324,7.067792231859986
1,1024,1024,1,1e-07,1000,186.06225329986773,0.38948972940266546,48.756917767642385,57.06925311417821,8.312335346535827
2,1024,1024,1,1e-07,1000,213.6753459998872,0.17675288709957976,22.73494756325974,29.751857687816006,7.016910124556266
3,1024,1024,1,1e-07,1000,191.2502260999754,0.1995204401002921,20.773286381516968,31.681410107896514,10.908123726379548
4,1024,1024,1,1e-07,1000,170.75323370005935,0.32529023164799853,80.94603166487948,87.54523918574931,6.5992075208698235
5,1024,1024,1,1e-07,1000,187.54305189987645,0.2918360167454433,195.77697489786993,202.22499991375975,6.4480250158898045
6,1024,1024,1,1e-07,1000,144.81776940007694,0.5829853375748278,36.27079188712445,43.47779235219129,7.207000465066831
7,1024,1024,1,1e-07,1000,153.33007229981013,0.10310960570137592,3.703596116025273,9.024030078608682,5.320433962583409
0,1024,1024,1,5e-08,1000,144.94168039993383,0.3681028082635853,20.724557771539143,27.79235000339913,7.067792231859986
